Gene(KO)	Gene Description	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
K16160	mmoB; methane monooxygenase regulatory protein B	0	0	0	0.5	0.125	0.5	0.25	0	0	1.5	0	0.125	0	0.25
K16161	mmoC; methane monooxygenase component C EC:1.14.13.25	0	0	0	0.5	0.125	0.5	0.25	0	0	1.5	0	0.125	0	0.25
K16162	mmoD; methane monooxygenase component D	0	0	0	0.5	0.125	0.5	0.25	0	0	1.5	0	0.125	0	0.25
K16163	K16163; maleylpyruvate isomerase EC:5.2.1.4	15.93333333	55.49166667	21.275	43.49722222	13.77738095	30.32619048	32.25	17.95	53.92361111	65.43333333	36.75277778	25.18472222	31.51984127	63.675
K16164	K16164; acylpyruvate hydrolase EC:3.7.1.5	30.70833333	31.29166667	29.68333333	44.38888889	24.25	38.16666667	44.95833333	6.625	38.14166667	42.68333333	74.91666667	55.95833333	138.5833333	54.89166667
K16165	nagK; fumarylpyruvate hydrolase EC:3.7.1.20	226.7069625	668.8559885	145.7549062	231.2340188	157.9218254	283.8485209	104.7131313	702.0461039	682.7836219	657.3833333	366.0852814	334.9974026	347.6354978	545.9266522
K16167	"bpsA, srsA, pks11, pks10; alkylresorcinol/alkylpyrone synthase"	42.97189755	91.39166667	35.21666667	73.42265512	20.70555556	69.73611111	58.26671477	15.13344156	66.5501443	116.4630952	91.9771645	64.10063131	179.7797619	92.92821068
K16168	"bpsB, srsB; methyltransferase"	215.3052309	82.30833333	168.8833333	198.2559885	240.3722222	251.4861111	110.009139	18.53495671	129.757215	127.2964286	416.1854978	487.5867424	379.890873	123.7539683
K16169	pbuX; xanthine permease	1.779040404	0.35	0	1.090909091	0	0.083333333	7.772667148	9.466017316	12.16681097	0.724206349	2.83481241	0.510353535	4.196428571	3.428546454
K16171	faaH; fumarylacetoacetate (FAA) hydrolase EC:3.7.1.2	289.3561688	962.4488456	141.8239538	249.4824315	93.11349206	185.6810606	116.9131313	1316.125866	1156.753463	1003.227778	434.4336941	344.9944264	284.6845058	684.0401443
K16176	mtmB; methylamine---corrinoid protein Co-methyltransferase EC:2.1.1.248	9	0	6	0	39	79	0	1	2	0	26	61	22	0
K16188	ytpB; tetraprenyl-beta-curcumene synthase EC:4.2.3.130	0.435786436	0.211111111	0	0.358766234	0	0.083333333	0.998857624	8.194191919	4.058080808	0.194444444	1.333513709	0.510353535	1	1.517832168
K16190	GLCAK; glucuronokinase EC:2.7.1.43	4.75	5.5	6.5	9.75	3	4	1.5	1.5	8	3.625	11.25	5	19.5	13.75
K16191	"K16191, arfA; peptidoglycan-binding protein ArfA"	0.75	3.625	0.25	0.75	1.5	1.75	0	0	1.25	1.666666667	3.791666667	3.5	4	3.666666667
K16192	"K16192, arfB; uncharacterized membrane protein ArfB"	0	0.125	0	0	0	0.25	0	0	0	0	0.125	0.25	0	0
K16193	arfC; uncharacterized membrane protein ArfC	0	4.625	0	2	0	2.75	15	0	1	2.333333333	3.291666667	0.25	2.5	4.666666667
K16199	dppE; dipeptide transport system substrate-binding protein	0.202020202	0.125	0	0.090909091	0	0	0.396103896	0.694444444	0.202020202	0	0.704545455	0.202020202	1	0
K16200	dppB1; dipeptide transport system permease protein	0.202020202	0.125	0	0.090909091	0	0	0.396103896	0.944444444	0.202020202	0	0.704545455	0.202020202	1	0
K16203	dppA1; D-amino peptidase EC:3.4.11.-	113.6075758	244.9638889	98.81944444	178.4242424	37.79960317	75.33373016	131.5683261	59.86666667	150.0496392	247.9206349	208.2073232	120.19329	240.9257937	212.1383333
K16209	"lacS, galP, rafP; lactose/raffinose/galactose permease"	0	0.111111111	0	0	0	0	0	0	0	0.083333333	0	0	0	0
K16210	"togT, rhiT; oligogalacturonide transporter"	5.170454545	8.416666667	3.208333333	15.96590909	3.375	12.95833333	5.424242424	4.585497835	7.152597403	20.42261905	15.16287879	22.27662338	9.654761905	8.55952381
K16211	"malY, malT; maltose/moltooligosaccharide transporter"	158.4761905	422.9880952	100.577381	224.7734127	70.41666667	135.8746032	121.6666667	466.1845238	445.4940476	551.1666667	363.1289683	233.8361111	348.5039683	330.9404762
K16212	mgp; 4-O-beta-D-mannosyl-D-glucose phosphorylase EC:2.4.1.281	17.5	50.61666667	11.66666667	53.17222222	33.25	62	25.71428571	24.09444444	34.47777778	79.31944444	54.77777778	71.43333333	28.5	56.07222222
K16213	"cbe, mbe; cellobiose epimerase EC:5.1.3.11"	17.91666667	44.18333333	11.66666667	50.17777778	33.41666667	60.66666667	24.71428571	14.05277778	28.5	72.52777778	55.36111111	69.76666667	28.16666667	50.55833333
K16215	mrsA; 2-ketoarginine methyltransferase EC:2.1.1.243	1.333333333	1.833333333	2.333333333	2.861111111	1.544444444	6.7	0.666666667	0.708333333	2.902777778	2.861111111	4.805555556	7.877777778	5.555555556	2.283333333
K16216	yueD; benzil reductase ((S)-benzoin forming) EC:1.1.1.320	11.42045455	4.25	8.75	13.84772727	9.166666667	3.694444444	16.35930736	12.07359307	24.17943723	11.03733766	32.51428571	26.19444444	20.19642857	11.94975857
K16217	gppmt; geranyl diphosphate 2-C-methyltransferase EC:2.1.1.255	0.333333333	0.833333333	0.5	0.5	2.892857143	3.514285714	0.25	0	1.166666667	1.083333333	3.75	0.75	2.94047619	2.694444444
K16218	mibs; 2-methylisoborneol synthase EC:4.2.3.118	0.333333333	0.833333333	0.5	0.5	1.892857143	3.514285714	0.25	0	1.166666667	1.083333333	3.833333333	0.916666667	3.107142857	3.527777778
K16227	gplH; glycopeptidolipid biosynthesis protein	0	0.875	0	0	0	2.5	0	0	0	0	0.875	0	0	0.428571429
K16228	mps1; glycopeptidolipid biosynthesis protein	0	0.125	0	0	0	0.5	0	0	0	0	0.125	0	0	0.142857143
K16229	mps2; glycopeptidolipid biosynthesis protein	0	0.625	0	0	0	1.75	0	0	0	0	0.375	0.25	0.5	0.285714286
K16232	gcs; germicidin synthase	0	0.333333333	0.333333333	0	0	0.166666667	0.166666667	0	0.166666667	0.166666667	1	0.5	0.333333333	0.5
K16233	pks18; alpha-pyrone synthase	0	3.125	0	0.333333333	1	0	0	0	1	1	1.791666667	1	0	3.666666667
K16234	hutT; histidine transporter	9.696428571	56.90952381	8.733333333	20.71666667	2.875	7.214285714	7.141666667	23.2047619	38.57142857	50.9	10.06666667	6.351190476	6.9	37.64146825
K16235	mmuP; S-methylmethionine transporter	5.301623377	11.35277778	2.1	5.4	2.6	4.358333333	3.678246753	32.15559163	21.00321068	8.791269841	6.704761905	5.527380952	5.326190476	43.225
K16236	hutM; histidine permease	0.090909091	0	0	0.090909091	0	0	0.181818182	0	0.090909091	0	0.454545455	0.090909091	1	0
K16237	aroP; aromatic amino acid permease	0.5	0.5	0.416666667	1.166666667	2.654761905	3.680952381	0.25	0.25	1	2.916666667	2.666666667	0.916666667	2.317460317	4.083333333
K16238	"eat, eutP; ethanolamine permease"	270.0928752	290.3377345	206.9275253	306.9203283	267.309127	301.384632	136.5502706	121.6217713	250.2277417	322.9146825	519.2243687	568.4470058	470.8448232	382.0241883
K16239	bsdC; 4-hydroxybenzoate decarboxylase subunit C EC:4.1.1.61	45.00833333	39.79166667	47.66666667	61.20833333	32.025	74.78333333	54.36666667	9.791666667	60.675	67.20277778	109.8055556	94.73611111	172.4111111	78.73888889
K16242	"dmpN, poxD; phenol hydroxylase P3 protein EC:1.14.13.-"	5.160714286	44.01944444	3.097222222	10.99166667	2.438095238	10.65277778	4.847222222	29.18611111	36.51349206	23.80555556	12.40277778	17.31111111	10.20833333	17.89563492
K16243	"dmpL, poxC; Phenol hydroxylase P1 protein"	5.160714286	44.01944444	3.097222222	10.99166667	2.438095238	10.65277778	4.847222222	29.18611111	36.51349206	23.80555556	12.40277778	17.31111111	10.20833333	17.89563492
K16244	"dmpM, poxB; phenol hydroxylase P2 protein"	5.160714286	44.01944444	3.097222222	10.99166667	2.438095238	10.65277778	4.847222222	29.18611111	36.51349206	23.80555556	12.40277778	17.31111111	10.20833333	17.89563492
K16245	"dmpO, poxE; phenol hydroxylase P4 protein"	5.160714286	44.01944444	3.097222222	10.99166667	2.438095238	10.65277778	4.847222222	27.76944444	34.43015873	23.72222222	12.40277778	17.31111111	10.20833333	17.81230159
K16246	"dmpP, poxF; phenol hydroxylase P5 protein"	5.160714286	44.01944444	3.097222222	10.99166667	2.438095238	10.65277778	4.847222222	27.76944444	34.43015873	23.72222222	12.40277778	17.81111111	10.20833333	17.81230159
K16247	"gutR; LuxR family transcriptional regulator, glucitol operon activator"	0.292929293	0	0	0.090909091	0.25	0	0.577922078	0.535353535	0.181818182	0	0.454545455	0.340909091	1	0
K16248	"gutA, gutP; probable glucitol transport protein GutA"	0.181818182	0	0	0.090909091	0	0	0.577922078	0.090909091	0.765151515	0	0.704545455	0.090909091	1.25	0.75
K16249	"dmpK, poxA; phenol hydroxylase P0 protein"	5.160714286	43.76944444	2.930555556	9.213888889	0.854761905	8.652777778	3.847222222	27.76944444	32.8468254	22.72222222	10.90277778	15.64444444	8.25	15.14563492
K16254	mxaJ; mxaJ protein	11.07777778	16.56666667	4.616666667	26.45555556	4.3	13.17777778	7.266666667	2.522222222	18.20555556	28.10555556	21.03888889	9.677777778	25.74166667	17.90555556
K16255	mxaG; cytochrome c-L	14.06767677	21.82424242	7.271969697	28.26616162	9.675	32.50606061	8.107575758	2.704040404	22.75227273	33.52222222	31.46186869	25.36843434	35.21010101	31.6719697
K16256	mxaA; mxaA protein	17.43989899	31.95678211	13.32752525	31.62171717	9.901190476	28.07352092	12.01313131	4.231818182	29.26893939	39.22777778	40.01186869	30.69462482	40.99264069	32.57752525
K16257	mxaC; mxaC protein	17.43989899	31.95678211	13.32752525	31.62171717	9.901190476	28.07352092	12.01313131	4.231818182	29.26893939	39.22777778	40.01186869	30.69462482	40.99264069	32.57752525
K16258	mxaK; mxaK protein	16.89444444	30.86587302	12.96388889	30.89444444	9.901190476	27.80079365	11.92222222	4.05	28.54166667	37.22777778	39.10277778	30.24007937	40.53809524	31.21388889
K16259	mxaL; mxaL protein	17.43989899	32.62344877	13.32752525	31.62171717	9.901190476	28.07352092	12.01313131	4.231818182	29.26893939	39.22777778	40.01186869	36.69462482	40.99264069	34.57752525
K16260	mxaD; mxaD protein	9.855555556	12.23333333	4.783333333	23.58055556	4.591666667	17.45555556	6.516666667	2.522222222	15.81666667	22.14722222	22.26111111	10.74722222	19.79722222	13.21388889
K16263	yjeH; amino acid efflux transporter	4.015909091	13.125	4.366666667	5.808333333	7.821428571	9.760714286	1.658008658	3.996464646	7.895670996	10.26111111	13.22222222	9.08452381	11.30079365	15.07777778
K16264	"czcD, zitB; cobalt-zinc-cadmium efflux system protein"	446.4402237	781.9897908	419.0071789	442.3895022	323.9142857	418.9034993	235.911051	769.4513348	923.3909632	952.1155123	755.0655483	763.119228	824.7570887	706.6894949
K16267	zipB; zinc and cadmium transporter	337.7539683	473.3464286	208.4662698	233.3623016	286.7944444	302.3940476	115.2166667	657.4539683	636.8301587	485.9694444	588.681746	633.7013889	422.0373016	346.6785714
K16268	"todC2, bedC2, tcbAb; benzene/toluene/chlorobenzene dioxygenase subunit beta EC:1.14.12.3 1.14.12.11 1.14.12.-"	0	0	0	0.333333333	0	0	0	0	0	0	1	0	0	0.333333333
K16269	"todD, tcbB; cis-1,2-dihydrobenzene-1,2-diol dehydrogenase EC:1.3.1.19 1.3.1.-"	0	0	0	0.333333333	0	0	0	0	0	0	1	0	0	0.333333333
K16291	"erfK; L,D-transpeptidase ErfK/SrfK"	48.11309524	34.20119048	36.51111111	33.82222222	90.34166667	174.1873016	23.1	25.81031746	36.38055556	35.88888889	121.7805556	148.1507937	94.57777778	87.8827381
K16299	"eexD; ATP-binding cassette, subfamily C, bacterial EexD"	1.95	1.092857143	0.75	0.5	1.05	1.4	0	0.5	2.8	1.7	3.15	2.9	4.75	3.092857143
K16300	"eexE; membrane fusion protein, epimerase transport system"	4.45	4.492857143	1.083333333	3.083333333	8.55	6.733333333	0	6.033333333	6.433333333	3.533333333	9.666666667	8.633333333	9.083333333	14.59285714
K16301	efeB; deferrochelatase/peroxidase EfeB EC:1.11.1.-	53.29166667	139.3916667	60.75833333	111.2833333	34.85595238	89.52619048	63.98733766	42.48737374	108.887969	146.6829365	124.1575397	91.96488095	178.8480159	170.8692821
K16303	"cmtAc; p-cumate 2,3-dioxygenase subunit beta EC:1.14.12.25"	6.111111111	12.125	7.25	9.944444444	3.416666667	2.833333333	6	2.194444444	11.91666667	9.416666667	16.40277778	8.027777778	34.08333333	9.166666667
K16304	"cmtAd; p-cumate 2,3-dioxygenase ferredoxin component"	6	11.625	6.25	9	2.75	2	6	0	7.916666667	7.75	15.125	7.5	33.25	6.583333333
K16306	"K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase EC:4.1.2.13 2.2.1.10"	79.5	3.5	96.5	7	63.5	9.75	12.5	0	31.66666667	26.33333333	88.75	116.9166667	45	9
K16317	trmY; tRNA (pseudouridine54-N1)-methyltransferase EC:2.1.1.257	1	0.25	0.75	1.416666667	0	0.5	0	0.25	1	0	2	3	2.5	0.5
K16319	"andAc; anthranilate 1,2-dioxygenase large subunit EC:1.14.12.1"	36.86944444	95.61388889	26.16666667	30.775	23.46666667	68.5047619	14.21111111	28.66868687	56.68809524	75.14722222	44.76666667	85.35277778	67.92222222	56.09365079
K16320	"andAd; anthranilate 1,2-dioxygenase small subunit EC:1.14.12.1"	36.86944444	97.78055556	26.66666667	31.99722222	26.13333333	71.28253968	14.21111111	29.33535354	57.71587302	76.31388889	45.48888889	83.43611111	68.03333333	57.81587302
K16321	gntP; high-affinity gluconate transporter	0	0.916666667	0	0	0.5	0.375	0	0.333333333	0.95	1.142857143	0.3	0.25	0.25	0.333333333
K16322	pit; low-affinity inorganic phosphate transporter	6.271428571	10.78452381	0.2	1.458333333	2.441666667	3.642857143	0.375	19.51904762	15.27380952	4.230952381	7.475	4.771428571	3.408928571	58.6922619
K16323	"yxjA, nupG; purine nucleoside transport protein"	0.181818182	0	0	0.090909091	0	0	0.895021645	0.558441558	3.161255411	0.071428571	0.525974026	0.090909091	1.071428571	1.45995671
K16324	psuT; putative pseudouridine transporter	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
K16327	K16327; putative LysE/RhtB family amino acid efflux pump	0	0	0	0.666666667	0	0.991666667	0	0	0.25	0.875	0.916666667	0.45	0.1	0.416666667
K16328	psuK; pseudouridine kinase EC:2.7.1.83	14.80952381	36.52142857	19.61904762	33.05952381	8.966666667	12.67460317	13.88095238	13.58730159	24.68015873	40.79444444	25.41558442	16.75	32.47619048	87.23214286
K16329	psuG; pseudouridylate synthase EC:4.2.1.70	147.6549784	421.2011905	101.8579365	161.9600289	27.71507937	62.14206349	99.2952862	628.6314935	565.6661436	472.4353535	243.0294733	126.081746	179.7920635	368.7592641
K16331	"ylnA, cysP; sulfate permease"	0.324675325	0	0	0.233766234	0	0	0.6996152	1.507575758	2.376262626	0.083333333	0.847402597	0.202020202	1	0.083333333
K16345	xanP; xanthine permease XanP	9.075	52.89642857	0.625	1.291666667	5.221428571	6.030952381	0.65	46.90119048	42.83214286	18.39047619	5.525	4.913095238	1.821428571	47.59345238
K16346	xanQ; xanthine permease XanQ	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
K16347	ecnA; entericidin A	0	1.583333333	0	0.333333333	0.5	1	0	0.166666667	0.476190476	0.619047619	2.5	0.761904762	0.404761905	0.452380952
K16348	ecnB; entericidin B	0.2	2.683333333	0.4	0.2	0.7	1.775	0.3	0.464285714	0.607142857	2.064285714	0.5	1.428571429	1.321428571	1.382857143
K16363	lpxC-fabZ; UDP-3-O-3-hydroxymyristoyl N-acetylglucosamine deacetylase / 3-hydroxyacyl-acyl-carrier-protein dehydratase EC:3.5.1.108 4.2.1.59	47.25	116.5416667	38.04166667	113.6305556	15.5	48.02777778	61.125	37.83333333	68.86111111	199.3333333	140.3333333	86.89444444	84.625	94.69722222
K16370	pfkB; 6-phosphofructokinase 2 EC:2.7.1.11	33.83055556	113.9154762	31.66666667	91.78055556	29.31388889	68.13888889	35.25277778	38.93174603	79.93174603	128.9996032	74.16666667	92.70892857	60.25277778	107.2281746
K16371	"gatZ-kbaZ; D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ"	34.225	105.825	13.76666667	24.3	14.16666667	37.28730159	12.18333333	197	156.6456349	139.8222222	45.23055556	31.76349206	38.94166667	96.76222222
K16378	"rapP, fkbP; pipecolate-incorporating enzyme"	0.25	0.5	0.75	0.125	0.5	0.5	0	0.25	0.25	1.555555556	1.75	0.5	1.666666667	1.125
K16379	"fkbD, rapJ; cytochrome P450 C-9 hydroxylase"	0.25	0.5	0.75	0.125	0.5	0.5	0	0.25	0.25	1.5	1.75	0.5	1.666666667	1.125
K16380	rapN; cytochrome P450 RapN	0.25	0.5	0.75	0.125	0.5	0.5	0	0.25	0.25	1.5	1.75	0.5	1.666666667	1.125
K16381	fkbM; 31-O-methyltransferase	0.25	0.5	0.75	0.125	0.5	0.5	0	0.25	0.25	1.5	1.75	0.5	1.666666667	1.125
K16382	"amphA, nysA; polyene macrolide polyketide synthase, loading module"	0	0	0	0	0.071428571	0.214285714	0	0	0	0	0	0	0.095238095	0
K16383	"amphB, nysB; polyene macrolide polyketide synthase, A-type KR domains"	0	0	0	0	0.071428571	0.214285714	0	0	0	0	0	0	0.095238095	0
K16384	"amphC, nysC; polyene macrolide polyketide synthase"	0	0	0	0	0.071428571	0.214285714	0	0	0	0	0	0	0.095238095	0
K16385	"amphI, nysI; polyene macrolide polyketide synthase, KS-AT-KR-ACP domains"	0	0	0	0	0.071428571	0	0	0	0	0	0	0	0.095238095	0
K16386	"amphJ, nysJ; polyene macrolide polyketide synthase"	0	0	0	0	0.071428571	0.214285714	0	0	0	0	0	0	0.095238095	0
K16387	"amphK, nysK, fscF; polyene macrolide polyketide synthase"	0.75	1	1	2.583333333	0.071428571	1.133333333	1.75	0.25	1.5	0	0.75	1.5	1.095238095	1.5
K16388	"amphDI, nysDI, fscMI, pimK; polyene glycosyltransferase"	0.9375	1.25	1.25	3.145833333	0.142857143	2.153571429	2.1875	0.3125	1.875	0.055555556	1.020833333	1.875	1.44047619	1.875
K16389	"amphN, nysN, fscP, pimG; cytochrome P450 monooxygenase"	0.9375	1.25	1.25	3.145833333	0.142857143	2.153571429	2.1875	0.3125	1.875	0.055555556	1.020833333	1.875	1.44047619	1.875
K16390	"amphL, nysL, pimD; cytochrome P450 monooxygenase"	0.9375	1.25	1.25	3.145833333	0.071428571	2.070238095	2.1875	0.3125	1.875	0	0.9375	1.875	1.345238095	1.875
K16391	"pimS0; pimaricinolide synthase, loading module"	0	0	0	0	0.071428571	0.3	0	0	0	0	0	0	0.095238095	0
K16394	epoA; epothilone polyketide synthase A	0	0	0	0	0	0	0	0	0.208333333	0	0	0.583333333	0	0
K16395	epoB; epothilone synthetase B	0	0	0	0	0	0	0	0	0.208333333	0	0	0.583333333	0	0
K16396	epoC; epothilone polyketide synthase C	0	0	0	0	0	0	0	0	0.208333333	0	0	0.583333333	0	0
K16397	epoD; epothilone polyketide synthase D	0	0	0	0	0	0	0	0	0.208333333	0	0	0.583333333	0	0
K16398	epoE; epothilone polyketide synthase E	0	0	0	0	0	0	0	0	0.208333333	0	0	0.583333333	0	0
K16400	epoK; cytochrome P450 enzyme	0	0	0	0	0	0	0	0	0.208333333	0	0	0.583333333	0	0
K16416	mxaA; myxalamid-type nonribosomal peptide synthetase MxaA	0	0	1.361111111	0.583333333	0.194444444	0	1.166666667	0	0.777777778	0.388888889	0.194444444	0.256944444	1.166666667	0
K16417	mxaC; myxalamid-type polyketide synthase MxaC	0	0	1.361111111	0.583333333	0.194444444	0	1.166666667	0	0.777777778	0.388888889	0.194444444	0.256944444	1.166666667	0
K16420	rapA_B_C; rapamycin polyketide synthase A/B/C	0.75	1.5	2.25	0.375	1.5	1.5	0	0.75	0.75	4.5	5.25	1.5	5	3.375
K16421	"hmaS, nocF; 4-hydroxymandelate synthase EC:1.13.11.46"	5.133333333	1.5	5.277777778	5.333333333	2.132539683	9.964285714	2.533333333	1.333333333	9.688888889	10.35555556	12.80555556	6.355555556	5.83968254	6.1
K16422	"hmo, nocN; 4-hydroxymandelate oxidase EC:1.1.3.46"	460.1674603	158.1	394.1444444	411.5722222	490.6761905	493.0142857	188.5	48.47936508	259.5440476	204.0039683	940.5611111	998.0833333	848.2896825	283.2539683
K16423	"hpgT, nocG; (S)-3,5-dihydroxyphenylglycine transaminase EC:2.6.1.103"	6.133333333	3.433333333	5.366666667	5.333333333	2.996428571	13.91428571	2.033333333	9.833333333	13.64444444	11.36666667	14.28333333	7.933333333	9.906349206	41.15
K16424	"dpgA; 3,5-dihydroxyphenylacetyl-CoA synthase EC:2.3.1.246"	1.642857143	3.571428571	0.785714286	2.642857143	1.625	7.202380952	1	6.142857143	2.285714286	11	1.642857143	0	3.142857143	30.10714286
K16425	dpgB; isomerase DpgB	0.5	0	0.5	2.5	1.625	6.916666667	1	0	0	0	0.5	0	2.5	1.25
K16426	dpgD; dehydration protein DpgD	0.5	0	0.5	2.5	1.25	6.166666667	1	0	0	0	0.5	0	2.5	1.25
K16427	"dpgC; (3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase EC:1.13.11.80"	0.5	0	0.833333333	2.833333333	1.625	8.416666667	1	0	0	0	1	0	3.166666667	1.25
K16428	cepA; nonribosomal peptide synthetase CepA	0	0	0	0	0.75	1.5	0	0	0	0	0	0	0	0
K16429	cepB; nonribosomal peptide synthetase CepB	0	0	0	0	0.75	1.5	0	0	0	0	0	0	0	0
K16430	cepC; nonribosomal peptide synthetase CepC	0	0	0	0	0.75	1.5	0	0	0	0	0	0	0	0
K16431	"cepH, sgcC3, mdpC3, kedY3; FAD-dependent halogenase EC:1.14.19.-"	0	0.5	0	0.333333333	1.571428571	3.416666667	0	0.333333333	0.166666667	1.138888889	0.694444444	0.444444444	0.261904762	3.916666667
K16432	cepK; nonribosomal peptide synthetase CepK	0	0	0	0	0.75	1.5	0	0	0	0	0	0	0	0
K16433	cepL; hydroxylation protein CepL	0	0	0	0	0.75	1.5	0	0	0	0	0	0	0	0
K16434	cepJ; thioesterase CepJ	0	0	0	0	0.75	1.5	0	0	0	0	0	0	0	0
K16435	"evaA, eryBVI, tylCVI, tylX3, staJ; dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase EC:4.2.1.159"	3.333333333	16.83333333	9.854166667	14.70833333	4.071428571	18.45178571	37.60416667	2.833333333	9.958333333	18.375	16.3125	15.91666667	15.18551587	21.14583333
K16436	"evaB, megDII, angB, staI; dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose/dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose/dTDP-2,6-dideoxy-D-kanosamine transaminase EC:2.6.1.- 2.6.1.106"	0	2.166666667	1.333333333	2.666666667	1	5.083333333	15	0.333333333	0.833333333	5.25	3.444444444	1.277777778	4.402777778	5
K16437	evaC; methylation protein EvaC	0.25	0.666666667	1.583333333	0.333333333	0.625	2	0	0	0.916666667	2	2.083333333	0.583333333	2.986111111	0.333333333
K16438	"evaD, eryBVII, aveBV, megDIV, staE; 5-epimerase EC:5.1.3.-"	2	14.83333333	7.916666667	9.25	2.75	11.84761905	20.41666667	2.583333333	7.583333333	15.41666667	9.833333333	14.25	9.527777778	16.5
